STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,POLLUTANT,Pollutants,ACTIVITY_SCOPE,Activity scope,METHODOLOGY,Methodology,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q3,,389927367.346512,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q4,,388590160.754339,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q1,,389615855.386712,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q2,,376082245.83562,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q3,,386877977.451058,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q4,,385803422.882623,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q1,,388370174.87024,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q2,,386841042.532418,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q3,,382703326.125617,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q4,,384830485.780886,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q1,,379013164.575899,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q2,,375960625.423776,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q3,,373297087.404384,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q4,,378150223.281528,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q1,,384169104.05578,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q2,,383742912.982157,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q3,,382309439.737273,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q4,,382035785.074222,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",A,"Agriculture, forestry and fishing",GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2024-Q1,,373342619.25112,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q1,,367142937.972496,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q2,,336642715.186427,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q3,,342173080.155768,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q4,,315607343.705202,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q1,,325128914.544429,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q2,,342549247.886014,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q3,,341242926.627068,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q4,,339147195.638384,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q1,,327196975.779128,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q2,,331081769.036749,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q3,,350336238.036932,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q4,,353343307.985424,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q1,,352355986.454516,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q2,,357467252.985574,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q3,,334691517.146888,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q4,,363494579.414666,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q1,,369470050.524906,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q2,,345479595.865535,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q3,,344073219.636923,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q4,,351805989.053976,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q1,,309697644.60538,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q2,,330374876.721411,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q3,,329782324.169546,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q4,,319680389.768705,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q1,,338572403.7011,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q2,,335289850.705598,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q3,,344718686.547413,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q4,,328378263.467282,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q1,,357381091.368999,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q2,,354999866.206123,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q3,,345708994.80205,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",HH,Activities by households,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q4,,371589164.27606,,,,,,0,Zero
